Make;Model;Annual Petroleum Consumption For Fuel Type1;Annual Petroleum Consumption For Fuel Type2;Time to charge at 120V;Time to charge at 240V;City Mpg For Fuel Type1;Unrounded City Mpg For Fuel Type1 (2);City Mpg For Fuel Type2;Unrounded City Mpg For Fuel Type2;City gasoline consumption;City electricity consumption;EPA city utility factor;Co2 Fuel Type1;Co2 Fuel Type2;Co2  Tailpipe For Fuel Type2;Co2  Tailpipe For Fuel Type1;Combined Mpg For Fuel Type1;Unrounded Combined Mpg For Fuel Type1;Combined Mpg For Fuel Type2;Unrounded Combined Mpg For Fuel Type2;Combined electricity consumption;Combined gasoline consumption;EPA combined utility factor;Cylinders;Engine displacement;Drive;EPA model type index;Engine descriptor;EPA Fuel Economy Score;Annual Fuel Cost For Fuel Type1;Annual Fuel Cost For Fuel Type2;Fuel Type;Fuel Type1;GHG Score;GHG Score Alternative Fuel;Highway Mpg For Fuel Type1;Unrounded Highway Mpg For Fuel Type1;Highway Mpg For Fuel Type2;Unrounded Highway Mpg For Fuel Type2;Highway gasoline consumption;Highway electricity consumption;EPA highway utility factor;Hatchback luggage volume;Hatchback passenger volume;ID;2 door luggage volume;4 door luggage volume;MPG Data;PHEV Blended;2-door passenger volume;4-door passenger volume;Range For Fuel Type1;Range  City For Fuel Type1;Range  City For Fuel Type2;Range  Highway For Fuel Type1;Range  Highway For Fuel Type2;Transmission;Unadjusted City Mpg For Fuel Type1;Unadjusted City Mpg For Fuel Type2;Unadjusted Highway Mpg For Fuel Type1;Unadjusted Highway Mpg For Fuel Type2;Vehicle Size Class;Year;You Save/Spend;Guzzler;Transmission descriptor;T Charger;S Charger;ATV Type;Fuel Type2;Epa Range For Fuel Type2;Electric motor;MFR Code;c240Dscr;charge240b;C240B Dscr;Created On;Modified On;Start-Stop;PHEV City;PHEV Highway;PHEV Combined;baseModel
Toyota;Corolla Cross 4WD;9.917;0.0;0.0;0.0;29;29.0;0;0.0;0.0;0.0;0.0;293;-1;0.0;293.0;30;30.0;0;0.0;0.0;0.0;0.0;4;2.0;All-Wheel Drive;112;SIDI & PFI;6;1800;0;Regular;Regular Gasoline;6;;32;31.6934;0;0.0;0.0;0.0;0.0;0;0;44593;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (AV-S10);39.3184;0.0;50.8474;0.0;Small Sport Utility Vehicle 4WD;2022;500;;;;;;;;;TYX;;0.0;;2021-10-04;2022-01-19;Y;0;0;0;Corolla Cross
Toyota;Corolla;11.900400000000001;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57002;FFS;;2150;0;Regular;Regular Gasoline;;;28;0.0;0;0.0;0.0;0.0;0.0;0;0;5482;12;11;Y;false;76;84;0;0.0;0.0;0.0;0.0;Automatic 3-spd;30.0;0.0;39.0;0.0;Subcompact Cars;1989;-1250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Wagon;11.900400000000001;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57002;FFS;;2150;0;Regular;Regular Gasoline;;;28;0.0;0;0.0;0.0;0.0;0.0;0;0;5859;0;31;Y;false;0;88;0;0.0;0.0;0.0;0.0;Automatic 3-spd;30.0;0.0;39.0;0.0;Small Station Wagons;1989;-1250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Wagon;12.39625;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;370.2916666666667;24;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57007;4A-FE    FFS;;2250;0;Regular;Regular Gasoline;;;26;0.0;0;0.0;0.0;0.0;0.0;0;0;8069;0;31;Y;false;0;88;0;0.0;0.0;0.0;0.0;Automatic 3-spd;28.8889;0.0;37.0;0.0;Small Station Wagons;1991;-1750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Wagon;11.442692307692308;0.0;0.0;0.0;24;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57007;4A-FE    FFS;;2050;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;0;0;8070;0;31;Y;false;0;88;0;0.0;0.0;0.0;0.0;Manual 5-spd;31.0;0.0;42.0;0.0;Small Station Wagons;1991;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Wagon;12.39625;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;370.2916666666667;24;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57004;FFS;;2250;0;Regular;Regular Gasoline;;;26;0.0;0;0.0;0.0;0.0;0.0;0;0;9137;0;31;N;false;0;88;0;0.0;0.0;0.0;0.0;Automatic 3-spd;29.0;0.0;37.0;0.0;Small Station Wagons;1992;-1750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;9.922083333333335;0.0;0.0;0.0;32;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;282.77777777777777;36;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;57011;;;1550;0;Diesel;Diesel;;;42;0.0;0;0.0;0.0;0.0;0.0;20;85;396;0;13;Y;false;0;87;0;0.0;0.0;0.0;0.0;Manual 5-spd;42.0;0.0;60.0;0.0;Compact Cars;1985;1750;;;;;Diesel;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla APEX;9.597096774193549;0.0;0.0;0.0;28;28.0;0;0.0;0.0;0.0;0.0;286;-1;0.0;286.0;31;31.4081;0;0.0;0.0;0.0;0.0;4;2.0;Front-Wheel Drive;13;SIDI & PFI;7;1750;0;Regular;Regular Gasoline;7;;36;35.7879;0;0.0;0.0;0.0;0.0;0;0;44078;0;13;N;false;0;89;0;0.0;0.0;0.0;0.0;Manual 6-spd;37.5;0.0;52.3;0.0;Compact Cars;2022;750;;;;;;;;;TYX;;0.0;;2021-06-24;2021-10-26;N;0;0;0;Corolla
Toyota;Corolla Hybrid;6.330000000000001;0.0;0.0;0.0;50;50.3846;0;0.0;0.0;0.0;0.0;186;-1;0.0;186.0;47;47.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;35;"Hybrid; with Sport mode";8;1150;0;Regular;Regular Gasoline;8;;43;43.0;0;0.0;0.0;0.0;0.0;0;0;45929;0;13;N;false;0;89;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);70.8;0.0;64.2;0.0;Compact Cars;2023;3750;;;;;Hybrid;;;207V Li-Ion;TYX;;0.0;;2022-10-03;2023-05-17;Y;0;0;0;Corolla
Toyota;Corolla;11.442692307692308;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57005;FFS;;2050;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;0;0;10004;0;13;Y;false;0;89;0;0.0;0.0;0.0;0.0;Manual 5-spd;30.0;0.0;43.0;0.0;Compact Cars;1993;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;9.597096774193549;0.0;0.0;0.0;28;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;286.6774193548387;31;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;0;;;1750;0;Regular;Regular Gasoline;;;37;0.0;0;0.0;0.0;0.0;0.0;0;0;16702;0;12;Y;false;0;88;0;0.0;0.0;0.0;0.0;Manual 5-spd;35.9067;0.0;51.9897;0.0;Compact Cars;2001;750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;GR Corolla;12.39625;0.0;0.0;0.0;21;21.1786;0;0.0;0.0;0.0;0.0;368;-1;0.0;368.0;24;23.889;0;0.0;0.0;0.0;0.0;3;1.6;All-Wheel Drive;46;SIDI & PFI;5;2800;0;Premium;Premium Gasoline;5;;28;28.3185;0;0.0;0.0;0.0;0.0;27;67;47234;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Manual 6-spd;26.9;0.0;40.3;0.0;Subcompact Cars;2024;-4500;;;T;;;;;;TYX;;0.0;;2023-10-05;2024-01-18;N;0;0;0;Corolla
Toyota;Corolla;11.900400000000001;0.0;0.0;0.0;22;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57007;4A-FE    FFS;;2150;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;0;0;6620;12;11;N;false;76;84;0;0.0;0.0;0.0;0.0;Automatic 4-spd;28.0;0.0;42.0;0.0;Subcompact Cars;1990;-1250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;12.39625;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;370.2916666666667;24;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57004;FFS;;2250;0;Regular;Regular Gasoline;;;26;0.0;0;0.0;0.0;0.0;0.0;0;0;8814;0;13;N;false;0;84;0;0.0;0.0;0.0;0.0;Automatic 3-spd;29.0;0.0;37.0;0.0;Subcompact Cars;1992;-1750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.442692307692308;0.0;0.0;0.0;24;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57020;FFS;;2050;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;20;85;2071;0;13;Y;false;0;87;0;0.0;0.0;0.0;0.0;Automatic 3-spd;31.0;0.0;42.0;0.0;Compact Cars;1986;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla LE Eco;8.750294117647059;0.0;0.0;0.0;30;30.0;0;0.0;0.0;0.0;0.0;263;-1;0.0;263.0;34;34.0354;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;55;;8;1600;0;Regular;Regular Gasoline;8;;40;39.5547;0;0.0;0.0;0.0;0.0;0;0;40244;0;13;Y;false;0;98;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);40.5;0.0;58.6;0.0;Midsize Cars;2019;1500;;;;;;;;;TYX;;0.0;;2018-06-13;2018-08-10;N;0;0;0;Corolla
Toyota;Corolla XSE;8.750294117647059;0.0;0.0;0.0;31;30.5479;0;0.0;0.0;0.0;0.0;265;-1;0.0;265.0;34;33.6743;0;0.0;0.0;0.0;0.0;4;2.0;Front-Wheel Drive;11;SIDI & PFI;7;1600;0;Regular;Regular Gasoline;7;;38;38.4889;0;0.0;0.0;0.0;0.0;0;0;42589;0;13;N;false;0;89;0;0.0;0.0;0.0;0.0;Automatic (AV-S10);40.5;0.0;56.8;0.0;Compact Cars;2021;1500;;;;;;;;;TYX;;0.0;;2020-04-24;2020-08-24;N;0;0;0;Corolla
Toyota;Corolla Hybrid;5.721346153846154;0.0;0.0;0.0;53;53.0;0;0.0;0.0;0.0;0.0;170;-1;0.0;170.0;52;52.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;4;Hybrid;9;1050;0;Regular;Regular Gasoline;9;;52;52.0;0;0.0;0.0;0.0;0.0;0;0;44073;0;13;Y;false;0;89;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);78.1;0.0;76.2;0.0;Compact Cars;2022;4250;;;;;Hybrid;;;207V Li-Ion;TYX;;0.0;;2021-06-24;2021-10-26;Y;0;0;0;Corolla
Toyota;Corolla;11.442692307692308;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57003;FFS;;2050;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;0;0;10975;0;13;Y;false;0;89;0;0.0;0.0;0.0;0.0;Manual 5-spd;30.0;0.0;43.0;0.0;Compact Cars;1994;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.900400000000001;0.0;0.0;0.0;22;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;0;SPORTS;;2700;0;Premium;Premium Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;0;0;20798;0;14;Y;false;0;89;0;0.0;0.0;0.0;0.0;Manual 6-spd;28.5;0.0;43.1;0.0;Compact Cars;2005;-4000;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Sport;12.39625;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;370.2916666666667;24;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Rear-Wheel Drive;57030;FFS;;2250;0;Regular;Regular Gasoline;;;26;0.0;0;0.0;0.0;0.0;0.0;12;78;236;10;0;Y;false;79;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;28.8889;0.0;37.0;0.0;Subcompact Cars;1985;-1750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.900400000000001;0.0;0.0;0.0;22;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;2.4;Front-Wheel Drive;0;;;2150;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;0;0;25252;0;12;Y;false;0;92;0;0.0;0.0;0.0;0.0;Manual 5-spd;27.3;0.0;42.2;0.0;Compact Cars;2009;-1250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.900400000000001;0.0;0.0;0.0;22;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;2.4;Front-Wheel Drive;7;;;2150;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;0;0;26379;0;12;Y;false;0;92;0;0.0;0.0;0.0;0.0;Automatic (S5);27.6;0.0;42.6;0.0;Compact Cars;2010;-1250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Sport;11.442692307692308;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.6;;57036;FFS CA model;;2050;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;12;78;27865;10;0;N;false;79;0;0;0.0;0.0;0.0;0.0;Automatic 4-spd;30.0;0.0;42.0;0.0;Subcompact Cars;1984;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Hybrid AWD;6.198125;0.0;0.0;0.0;51;51.0;0;0.0;0.0;0.0;0.0;183;-1;0.0;183.0;48;48.0;0;0.0;0.0;0.0;0.0;4;1.8;All-Wheel Drive;88;Hybrid;8;1100;0;Regular;Regular Gasoline;8;;44;44.0;0;0.0;0.0;0.0;0.0;0;0;47341;0;13;N;false;0;89;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);72.7;0.0;67.2;0.0;Compact Cars;2024;4000;;;;;Hybrid;;;207V Li-Ion;TYX;;0.0;;2023-11-06;2024-01-18;Y;0;0;0;Corolla
Toyota;Corolla;12.935217391304349;0.0;0.0;0.0;21;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;386.39130434782606;23;0.0;0;0.0;0.0;0.0;0.0;4;1.6;4-Wheel or All-Wheel Drive;57007;4A-FE    FFS;;2350;0;Regular;Regular Gasoline;;;26;0.0;0;0.0;0.0;0.0;0.0;0;0;6619;12;11;N;false;76;84;0;0.0;0.0;0.0;0.0;Automatic 4-spd;26.6667;0.0;37.0;0.0;Subcompact Cars;1990;-2250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Hatchback;8.500285714285715;0.0;0.0;0.0;32;31.8325;0;0.0;0.0;0.0;0.0;251;-1;0.0;251.0;35;35.4257;0;0.0;0.0;0.0;0.0;4;2.0;Front-Wheel Drive;31;SIDI & PFI;7;1550;0;Regular;Regular Gasoline;7;;41;41.0954;0;0.0;0.0;0.0;0.0;18;85;42746;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (AM-S10);42.4581;0.0;61.227;0.0;Compact Cars;2021;1750;;;;;;;;;TYX;;0.0;;2020-06-24;2020-08-24;N;0;0;0;Corolla
Toyota;Corolla;9.015454545454546;0.0;0.0;0.0;29;29.086;0;0.0;0.0;0.0;0.0;271;-1;0.0;271.0;33;32.7744;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;2;;7;1650;0;Regular;Regular Gasoline;7;;39;38.7858;0;0.0;0.0;0.0;0.0;0;0;44071;0;13;N;false;0;89;0;0.0;0.0;0.0;0.0;Manual 6-spd;38.3;0.0;57.3;0.0;Compact Cars;2022;1250;;;;;;;;;TYX;;0.0;;2021-06-24;2021-10-26;N;0;0;0;Corolla
Toyota;Corolla Hybrid AWD;6.198125;0.0;0.0;0.0;51;51.0;0;0.0;0.0;0.0;0.0;183;-1;0.0;183.0;48;48.0;0;0.0;0.0;0.0;0.0;4;1.8;All-Wheel Drive;36;Hybrid;8;1100;0;Regular;Regular Gasoline;8;;44;44.0;0;0.0;0.0;0.0;0.0;0;0;46132;0;13;N;false;0;89;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);72.7;0.0;67.2;0.0;Compact Cars;2023;4000;;;;;Hybrid;;;207V Li-Ion;TYX;;0.0;;2022-11-07;2023-05-17;Y;0;0;0;Corolla
Toyota;Corolla;9.917;0.0;0.0;0.0;27;27.1281;0;0.0;0.0;0.0;0.0;291;-1;0.0;291.0;30;30.3237;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;62;;8;1800;0;Regular;Regular Gasoline;8;;35;35.4237;0;0.0;0.0;0.0;0.0;0;0;34398;0;13;Y;false;0;98;0;0.0;0.0;0.0;0.0;Automatic 4-spd;35.4;0.0;51.7;0.0;Midsize Cars;2014;500;;;;;;;;;TYX;;0.0;;2013-01-01;2016-09-26;N;0;0;0;Corolla
Toyota;Corolla;9.597096774193549;0.0;0.0;0.0;28;28.4884;0;0.0;0.0;0.0;0.0;282;-1;0.0;282.0;31;31.3858;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;43;;8;1750;0;Regular;Regular Gasoline;8;;36;35.8411;0;0.0;0.0;0.0;0.0;0;0;36800;0;13;N;false;0;98;0;0.0;0.0;0.0;0.0;Automatic (AV-S7);37.4093;0.0;52.3878;0.0;Midsize Cars;2016;750;;;;;;;;;TYX;;0.0;;2015-08-12;2017-04-05;N;0;0;0;Corolla
Toyota;Corolla;11.442692307692308;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;57005;FFS;;2050;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;0;0;11925;0;13;Y;false;0;89;0;0.0;0.0;0.0;0.0;Automatic 4-spd;30.0;0.0;43.0;0.0;Compact Cars;1995;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.018888888888888;0.0;0.0;0.0;25;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;329.14814814814815;27;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;57003;FFS;;2000;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;0;0;12790;0;13;Y;false;0;89;0;0.0;0.0;0.0;0.0;Manual 5-spd;32.0;0.0;44.0;0.0;Compact Cars;1996;-500;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Sport;11.442692307692308;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Rear-Wheel Drive;57020;FFS;;2050;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;12;78;234;10;0;N;false;79;0;0;0.0;0.0;0.0;0.0;Automatic 4-spd;30.0;0.0;43.0;0.0;Subcompact Cars;1985;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.018888888888888;0.0;0.0;0.0;25;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;329.14814814814815;27;0.0;0;0.0;0.0;0.0;0.0;4;1.6;;57030;FFS;;2000;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;20;85;26911;0;13;N;false;0;87;0;0.0;0.0;0.0;0.0;Automatic 3-spd;32.0;0.0;43.0;0.0;Compact Cars;1984;-500;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.900400000000001;0.0;0.0;0.0;22;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57008;4A-GE    FFS;;2700;0;Premium;Premium Gasoline;;;29;0.0;0;0.0;0.0;0.0;0.0;0;0;6623;12;11;N;false;76;84;0;0.0;0.0;0.0;0.0;Manual 5-spd;28.0;0.0;40.0;0.0;Subcompact Cars;1990;-4000;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;10.25896551724138;0.0;0.0;0.0;26;25.8259;0;0.0;0.0;0.0;0.0;-1;-1;0.0;306.44827586206895;29;28.8031;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;74;;;1850;0;Regular;Regular Gasoline;;;34;33.5269;0;0.0;0.0;0.0;0.0;0;0;30846;0;12;Y;false;0;92;0;0.0;0.0;0.0;0.0;Automatic 4-spd;33.5;0.0;48.6;0.0;Compact Cars;2011;250;;;;;;;;;;;0.0;;2013-01-01;2016-09-26;;0;0;0;Corolla
Toyota;Corolla LE Eco;8.750294117647059;0.0;0.0;0.0;30;30.1147;0;0.0;0.0;0.0;0.0;263;-1;0.0;263.0;34;33.9095;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;46;;8;1600;0;Regular;Regular Gasoline;8;;40;40.0829;0;0.0;0.0;0.0;0.0;0;0;36803;0;13;N;false;0;98;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);39.8449;0.0;59.4973;0.0;Midsize Cars;2016;1500;;;;;;;;;TYX;;0.0;;2015-08-12;2016-09-26;N;0;0;0;Corolla
Toyota;Corolla;10.25896551724138;0.0;0.0;0.0;26;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;306.44827586206895;29;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57020;FFS;;1850;0;Regular;Regular Gasoline;;;34;0.0;0;0.0;0.0;0.0;0.0;20;85;2073;0;13;N;false;0;87;0;0.0;0.0;0.0;0.0;Manual 5-spd;34.0;0.0;48.0;0.0;Compact Cars;1986;250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Wagon;11.900400000000001;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;57004;FFS;;2150;0;Regular;Regular Gasoline;;;29;0.0;0;0.0;0.0;0.0;0.0;0;0;11125;0;31;N;false;0;91;0;0.0;0.0;0.0;0.0;Automatic 4-spd;28.8889;0.0;41.0256;0.0;Small Station Wagons;1994;-1250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla Sport;11.442692307692308;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Rear-Wheel Drive;57025;FFS CA model;;2050;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;12;78;1265;10;0;N;false;79;0;0;0.0;0.0;0.0;0.0;Automatic 4-spd;30.0;0.0;42.0;0.0;Subcompact Cars;1985;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;10.25896551724138;0.0;0.0;0.0;26;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;306.44827586206895;29;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57002;FFS;;1850;0;Regular;Regular Gasoline;;;32;0.0;0;0.0;0.0;0.0;0.0;0;0;12788;0;13;Y;false;0;89;0;0.0;0.0;0.0;0.0;Manual 5-spd;34.0;0.0;44.8718;0.0;Compact Cars;1996;250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;11.018888888888888;0.0;0.0;0.0;24;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;329.14814814814815;27;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57020;FFS;;2000;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;20;85;393;0;13;N;false;0;87;0;0.0;0.0;0.0;0.0;Automatic 4-spd;31.0;0.0;43.0;0.0;Compact Cars;1985;-500;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Corolla;9.2971875;0.0;0.0;0.0;28;28.4148;0;0.0;0.0;0.0;0.0;281;-1;0.0;281.0;32;31.5246;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;28;;7;1700;0;Regular;Regular Gasoline;7;;36;36.3927;0;0.0;0.0;0.0;0.0;0;0;39341;0;13;Y;false;0;98;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);37.3;0.0;53.3;0.0;Midsize Cars;2018;1000;;;;;;;;;TYX;;0.0;;2017-08-28;2017-12-20;N;0;0;0;Corolla
Toyota;Corolla;9.597096774193549;0.0;0.0;0.0;28;28.0777;0;0.0;0.0;0.0;0.0;286;-1;0.0;286.0;31;30.9046;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;29;;7;1750;0;Regular;Regular Gasoline;7;;35;35.2413;0;0.0;0.0;0.0;0.0;0;0;39342;0;13;N;false;0;98;0;0.0;0.0;0.0;0.0;Automatic (AV-S7);36.8;0.0;51.4;0.0;Midsize Cars;2018;750;;;;;;;;;TYX;;0.0;;2017-08-28;2017-12-20;N;0;0;0;Corolla
